Tiempo,EncA,EncB,EncC,EncD,vA,vB,vC,vD,iA,iB,iC,iD,pwmA,pwmB,pwmC,pwmD
0.029017925262451172,0.0,0.0,0.0,0.0,0,3,3,0,5.17,4.89,4.84,4.4,15291,15291,15291,13107
0.06759405136108398,-0.00478307481509046,0.005447390761630803,0.0,0.005181664383014666,-232,327,3,259,7.97,6.05,6.6,7.37,32251,32251,32251,32251
0.10722589492797852,-0.02258674218237162,0.02763554337607822,0.00013286318930806834,0.024446826832684575,-921,988,-1,897,3.41,4.4,4.34,5.0,32251,32251,32251,32251
0.14580392837524414,-0.05062087512637404,0.05434104442699995,0.0,0.049026516854677224,-1640,1721,3,1574,1.7,0.88,1.65,1.48,32251,32251,32251,32251
0.18549203872680664,-0.08117940866722977,0.08290663012823465,0.0,0.0793193240169168,-2348,2422,-1,2279,1.65,1.76,1.48,2.36,32251,32251,32251,32251
0.22399497032165527,-0.1121365317760097,0.11333230047978231,0.0,0.10854922566469183,-2955,3014,-1,2853,1.54,0.88,1.59,0.99,32251,32251,32251,32251
0.26375508308410645,-0.14083498066655242,0.14428942358856223,0.00013286318930806834,0.1367162217980023,-3417,3453,2,3295,1.65,0.88,1.7,2.03,32251,32251,32251,32251
0.30225205421447754,-0.17219069334325657,0.17577799945457442,0.0,0.16687616577093384,-3849,3874,2,3728,1.65,1.65,1.48,0.55,32251,32251,32251,32251
0.34076690673828125,-0.20367926920926877,0.20421072196650103,0.0,0.1971689729331734,-4203,4224,2,4058,1.65,0.93,1.26,1.21,32251,32251,32251,32251
0.38426804542541504,-0.23237771809981156,0.23516784507528096,0.0,0.22560169544510003,-4495,4496,2,4374,1.7,0.82,1.7,1.65,32251,32251,32251,32251
0.4240238666534424,-0.2689150951595303,0.2687822319702223,0.0,0.2581531768255768,-4757,4735,-1,4608,1.65,1.76,1.32,1.37,32251,32251,32251,32251
0.46253108978271484,-0.2976135440500731,0.29920790232176986,0.0,0.28884457355574056,-4954,4897,2,4794,1.54,0.82,1.7,1.26,32251,32251,32251,32251
0.5010240077972412,-0.32896925672677724,0.32803921440162076,0.0,0.3200674230431367,-5099,5074,2,4985,1.7,0.66,1.65,0.82,32251,32251,32251,32251
0.5407869815826416,-0.3601921062141733,0.35952779026763293,0.0,0.3490315983122955,-5237,5225,-2,5147,1.26,0.82,0.82,0.66,32251,32251,32251,32251
0.5842900276184082,-0.38955487105125636,0.39128209251226126,0.0,0.38078590055692385,-5377,5359,2,5298,0.82,0.38,0.88,0.49,32251,32251,32251,32251
0.6265499591827393,-0.42728801681474776,0.4266237008682075,0.0,0.4158617825342539,-5514,5508,-1,5454,0.77,0.6,0.77,0.38,32251,32251,32251,32251
0.6688029766082764,-0.46302821473861816,0.4619653092241536,0.0,0.451070527700892,-5638,5625,-1,5570,0.88,0.05,0.82,0.38,32251,32251,32251,32251
0.7098140716552734,-0.495845422497711,0.4947825169832465,-0.00013286318930806834,0.48362200908136876,-5735,5720,-5,5675,0.82,0.16,0.82,0.49,32251,32251,32251,32251
0.7520589828491211,-0.5309213044750412,0.5302569885285007,0.0,0.5189636174373149,-5802,5797,-4,5753,0.82,0.55,0.44,0.27,32251,32251,32251,32251
0.794313907623291,-0.563738512234134,0.5628084699089775,0.0,0.5516479620070998,-5862,5858,-4,5821,0.88,0.05,0.27,0.44,32251,32251,32251,32251
0.8365800380706787,-0.5992129837793883,0.5985486678328479,0.0,0.5897796973385154,-5922,5923,-4,5890,0.77,0.22,0.55,0.38,32251,32251,32251,32251
0.8776578903198242,-0.6348203185139506,0.6341560025674102,0.0,0.6252541688837696,-5970,5972,0,5935,0.82,0.05,0.38,0.44,32251,32251,32251,32251
0.9210829734802246,-0.6677703894623515,0.666840347137195,-0.00013286318930806834,0.655281249667393,-6006,5998,1,5977,0.66,0.71,0.82,0.49,32251,32251,32251,32251
0.9620890617370605,-0.7033777241969138,0.7020490923038332,0.0,0.6934129849988087,-6039,6020,1,6007,0.77,0.82,0.55,0.49,32251,32251,32251,32251
1.0030899047851562,-0.7360620687666987,0.7344677104950017,-0.00013286318930806834,0.7233072025931241,-6062,6038,1,6031,0.82,0.22,0.38,0.38,32251,32251,32251,32251
1.0440969467163086,-0.7716694035012609,0.769942182040256,0.0,0.7615718011138477,-6076,6057,-3,6056,0.82,0.11,0.6,0.44,32251,32251,32251,32251
1.0876829624176025,-0.8042208848817377,0.8023608002314248,-0.00013286318930806834,0.7914660187081632,-6089,6064,1,6071,0.82,0.82,0.11,0.44,32251,32251,32251,32251
1.131108045578003,-0.839961082805608,0.8373038190194467,0.0,0.8269404902534173,-6111,6065,-2,6092,0.77,0.77,0.16,0.49,32251,32251,32251,32251
1.1721150875091553,-0.8755684175401703,0.872645427375393,0.0,0.865205088774141,-6125,6079,-2,6103,0.82,0.77,0.55,0.49,32251,32251,32251,32251
1.213115930557251,-0.9083856252992633,0.9050640455665615,-0.00013286318930806834,0.8952321695577645,-6133,6087,2,6114,0.71,0.77,0.6,0.27,32251,32251,32251,32251
1.2541210651397705,-0.9441258232231337,0.9402727907331996,-0.00013286318930806834,0.9333639048891801,-6151,6084,2,6120,0.71,0.77,0.05,0.33,32251,32251,32251,32251
1.2963900566101074,-0.9772087573608427,0.9728242721136765,0.0,0.9632581224834954,-6159,6100,-2,6128,0.82,0.0,0.27,0.44,32251,32251,32251,32251
1.3374650478363037,-1.0126832289060967,1.008697333226855,0.0,0.9985997308394416,-6164,6124,-2,6128,0.82,0.44,0.05,0.38,32251,32251,32251,32251
1.3808999061584473,-1.0429760360683367,1.0412488146073315,0.0,1.0314169385985346,-6171,6120,-2,6134,0.77,0.38,0.44,0.44,32251,32251,32251,32251
1.4231488704681396,-1.0815063609676763,1.076723286152586,0.0,1.066891410143789,-6178,6127,-2,6139,0.82,0.55,0.88,0.49,32251,32251,32251,32251
1.4654040336608887,-1.1171136957022385,1.111932031319224,-0.00013286318930806834,1.1050231454752044,-6174,6125,2,6141,0.77,0.6,0.16,0.44,32251,32251,32251,32251
