Tiempo,EncA,EncB,EncC,EncD,vA,vB,vC,vD,iA,iB,iC,iD,pwmA,pwmB,pwmC,pwmD
0.0,-1,0,-1,0,-8,8,-8,3,2.64,2.69,3.08,2.64,6450,6450,6450,6450
0.050002098083496094,-24,20,-26,21,-114,93,-131,101,2.53,2.69,2.03,1.81,6450,6450,6450,6450
0.10000300407409668,-57,53,-61,51,-229,224,-256,207,1.54,1.1,1.15,0.93,6450,6450,6450,6450
0.15000510215759277,-104,98,-110,97,-392,383,-425,371,0.82,0.93,0.6,0.33,6450,6450,6450,6450
0.20000696182250977,-154,149,-165,147,-514,511,-557,492,0.71,0.05,0.82,0.82,6450,6450,6450,6450
0.25000810623168945,-208,208,-224,200,-629,648,-687,613,0.93,0.44,0.88,0.55,6450,6450,6450,6450
0.30000901222229004,-256,258,-276,245,-705,728,-765,691,0.77,0.88,0.82,0.05,6450,6450,6450,6450
0.35001206398010254,-310,310,-331,300,-782,800,-841,767,0.82,0.66,0.82,0.33,6450,6450,6450,6450
0.4000129699707031,-363,362,-386,351,-844,850,-895,816,0.82,0.44,0.88,0.71,6450,6450,6450,6450
0.4500141143798828,-420,419,-445,404,-890,895,-942,861,0.88,0.88,0.77,0.82,6450,6450,6450,6450
0.5000150203704834,-472,471,-501,452,-925,926,-976,877,0.88,0.99,0.88,0.11,6450,6450,6450,6450
0.550015926361084,-522,520,-556,499,-954,954,-1005,907,0.93,0.93,0.77,0.0,6450,6450,6450,6450
0.6000180244445801,-576,574,-608,546,-982,977,-1024,927,0.82,0.82,0.88,0.16,6450,6450,6450,6450
0.6500210762023926,-630,628,-663,602,-1003,999,-1044,955,0.88,0.16,0.71,0.05,6450,6450,6450,6450
0.7000219821929932,-688,686,-722,657,-1015,1022,-1056,972,0.82,0.38,0.88,0.44,6450,6450,6450,6450
0.7500240802764893,-740,739,-778,704,-1026,1027,-1067,978,1.04,0.88,0.88,0.44,6450,6450,6450,6450
0.8000259399414062,-788,790,-833,754,-1025,1040,-1079,980,1.1,0.88,0.66,0.05,6450,6450,6450,6450
0.8500280380249023,-840,843,-885,802,-1030,1044,-1081,992,0.93,0.99,0.82,0.05,6450,6450,6450,6450
0.9000301361083984,-890,893,-940,858,-1022,1028,-1087,1005,0.93,0.93,0.71,0.05,6450,6450,6450,6450
0.9500329494476318,-942,944,-996,906,-1030,1033,-1092,1014,0.99,0.22,0.71,0.16,6450,6450,6450,6450
1.000035047531128,-996,1001,-1055,962,-1036,1043,-1098,1020,0.82,0.55,0.82,0.05,6450,6450,6450,6450
1.050036907196045,-1050,1052,-1107,1013,-1046,1050,-1099,1015,0.88,0.88,0.77,0.88,6450,6450,6450,6450
1.100039005279541,-1102,1105,-1162,1062,-1049,1052,-1099,1009,1.04,0.66,0.82,0.22,6450,6450,6450,6450
1.1500399112701416,-1156,1158,-1221,1112,-1056,1058,-1104,1009,0.88,0.82,0.77,0.27,6450,6450,6450,6450
1.2000410556793213,-1215,1217,-1277,1168,-1061,1065,-1104,1020,0.77,0.77,0.82,0.05,6450,6450,6450,6450
1.2500419616699219,-1270,1268,-1334,1220,-1071,1056,-1111,1023,0.82,0.88,0.82,0.55,6450,6450,6450,6450
1.3000450134277344,-1321,1318,-1391,1269,-1075,1059,-1120,1026,0.77,0.55,0.82,0.27,6450,6450,6450,6450
1.350045919418335,-1379,1374,-1446,1320,-1075,1055,-1116,1027,0.82,0.6,0.82,0.38,6450,6450,6450,6450
1.400048017501831,-1427,1424,-1498,1372,-1068,1060,-1117,1029,0.88,0.71,0.88,0.66,6450,6450,6450,6450
1.4500510692596436,-1479,1478,-1557,1424,-1062,1049,-1115,1032,1.04,0.99,0.88,0.22,6450,6450,6450,6450
1.5000529289245605,-1534,1528,-1612,1480,-1055,1039,-1107,1031,0.82,0.99,0.93,0.82,6450,6450,6450,6450
1.5500540733337402,-1588,1578,-1667,1530,-1056,1034,-1106,1029,0.88,0.99,0.77,0.05,6450,6450,6450,6450
1.6000571250915527,-1637,1627,-1717,1578,-1059,1034,-1099,1029,0.93,0.82,0.82,0.05,6450,6450,6450,6450
1.6500589847564697,-1690,1679,-1776,1629,-1063,1036,-1099,1025,0.82,0.99,0.88,0.38,6450,6450,6450,6450
1.7000601291656494,-1743,1729,-1828,1677,-1058,1028,-1103,1026,0.82,0.99,0.88,0.11,6450,6450,6450,6450
1.75006103515625,-1798,1787,-1887,1738,-1048,1041,-1104,1040,0.99,0.05,0.82,0.11,6450,6450,6450,6450
1.8000619411468506,-1849,1842,-1942,1791,-1046,1054,-1103,1044,0.88,0.11,0.77,0.22,6450,6450,6450,6450
1.8500630855560303,-1904,1897,-1998,1840,-1056,1063,-1106,1045,1.1,0.93,0.82,0.0,6450,6450,6450,6450
1.9000639915466309,-1955,1946,-2050,1892,-1065,1061,-1108,1044,0.82,0.77,0.82,0.0,6450,6450,6450,6450
1.950066089630127,-2010,1998,-2104,1945,-1077,1054,-1103,1047,0.88,0.88,0.88,0.05,6450,6450,6450,6450
2.0000669956207275,-2065,2048,-2157,1996,-1078,1045,-1097,1043,0.88,0.88,0.88,0.88,6450,6450,6450,6450
